,dt,inn,gtin,prid,operation_type,cnt
411980,2022-04-05,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,7
414011,2022-04-06,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,7
415234,2022-04-07,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,18
416498,2022-04-08,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,9
420749,2022-01-12,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,14
423038,2022-01-13,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,5
424983,2022-01-14,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,4
435347,2022-07-27,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
438329,2022-04-12,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,10
439487,2022-04-13,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,176
440112,2022-04-13,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,20
446852,2022-01-17,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,1
447467,2022-01-17,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,2
449376,2022-01-17,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,3
451582,2022-01-18,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,3
452946,2022-07-28,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
460255,2022-04-14,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,3420
461109,2022-04-14,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,10
465547,2022-04-15,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,23
470258,2022-01-19,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,3
473195,2022-01-20,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,8
475564,2022-01-21,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,9
480986,2022-08-04,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,3
486522,2022-04-18,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,2
489099,2022-04-19,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,25
491440,2022-04-20,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,320
492130,2022-04-20,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,15
493994,2022-01-23,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,6364
494255,2022-01-23,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,3956
496961,2022-01-24,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,5
500053,2022-01-25,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,4
509333,2022-04-21,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,1700
510638,2022-04-21,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,23
512860,2022-04-22,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,7
515672,2022-04-25,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,8
519433,2022-01-26,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,7
521497,2022-01-27,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,11
522194,2022-01-28,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,1
524276,2022-01-28,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,13
524958,2022-01-29,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,1
534643,2022-04-26,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,43
536342,2022-04-27,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,113
539269,2022-04-28,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,126
540916,2022-04-29,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,126
541472,2022-04-30,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,110
542819,2022-01-30,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,6070
558518,2022-05-01,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,123
559351,2022-05-02,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,114
560020,2022-05-03,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,128
561917,2022-05-04,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,82
563536,2022-05-05,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,17
573381,2022-08-26,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,4
583787,2022-09-02,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,1
583790,2022-09-02,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,1
596910,2022-09-09,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
600505,2022-09-12,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,2
620339,2022-09-22,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,4
623252,2022-09-23,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
629696,2022-09-27,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,15
632907,2022-09-29,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,6
637099,2022-10-03,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,6
638058,2022-10-03,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,26
640287,2022-10-04,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,3
643778,2022-10-06,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,2
646004,2022-10-07,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,3
651618,2022-10-11,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,2
654421,2022-10-12,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
659311,2022-10-14,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,4
666227,2022-10-18,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,4
668263,2022-10-19,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,3
672155,2022-10-20,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,3
674719,2022-10-21,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
679784,2022-10-24,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,2
681243,2022-10-25,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
683548,2022-10-26,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,2
685559,2022-10-27,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,5
711990,2022-11-10,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
719093,2022-11-14,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
2565,2022-05-10,5864AE8EB02C52B2258A3DF9CD3B7865,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,30
3512,2022-05-11,5864AE8EB02C52B2258A3DF9CD3B7865,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,75
3526,2022-05-11,74F89F6105EACFA94A98304683229D4F,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,75
7092,2022-05-12,3B090758D0CA5E640346F08B91DC50C8,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,45
9606,2022-02-03,40E120EADCE926DBCECB86B6639FBA39,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,30
10700,2022-02-03,74F89F6105EACFA94A98304683229D4F,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,90
11440,2022-02-03,4588033B6075DA584FD65844905174A1,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,150
13643,2022-02-04,3A87113AC25EFD88BD3407ACECFA3869,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,135
29005,2022-02-07,1E9AB659E9470CE5A35CF1BA1FD4D490,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,60
29011,2022-02-07,59B99359F30A82229AD40269049DE9CD,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,30
29135,2022-02-07,36A5118668D16714B9D699C75EFE31BB,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,705
30126,2022-02-07,5864AE8EB02C52B2258A3DF9CD3B7865,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,120
31779,2022-02-08,36A5118668D16714B9D699C75EFE31BB,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,900
31921,2022-02-08,5864AE8EB02C52B2258A3DF9CD3B7865,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,195
32290,2022-02-08,2C4AE6DF05DB90774720DA042434CE67,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,180
38585,2021-11-24,36A5118668D16714B9D699C75EFE31BB,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,75
44705,2022-02-09,A8E3EBDC355590B789D4417ADA50FE30,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,180
46663,2022-02-10,15BBDC0571C8EFC07FBF95BF060FE70A,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,15
49313,2022-02-11,74F89F6105EACFA94A98304683229D4F,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,45
65341,2022-02-15,5864AE8EB02C52B2258A3DF9CD3B7865,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,90
67914,2022-05-14,8520ECE7B7D0205CDC739581F039100F,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Возврат,1
70167,2022-05-16,74F89F6105EACFA94A98304683229D4F,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,180
74310,2022-05-17,15BBDC0571C8EFC07FBF95BF060FE70A,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,30
85192,2022-02-16,3B090758D0CA5E640346F08B91DC50C8,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,120
89847,2022-02-18,5864AE8EB02C52B2258A3DF9CD3B7865,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,90
94405,2022-05-19,5864AE8EB02C52B2258A3DF9CD3B7865,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,60
96416,2022-05-20,15BBDC0571C8EFC07FBF95BF060FE70A,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,15
104827,2021-12-03,6FAFDC410BD944777ED9D0D1C6C92992,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,15
107967,2022-02-18,74F89F6105EACFA94A98304683229D4F,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,150
114039,2022-02-21,5864AE8EB02C52B2258A3DF9CD3B7865,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,180
114402,2022-02-21,263069CB979F8AA9C0AC13A014C8DCCE,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,90
114908,2022-02-21,7F49BE8EFFB02AB1B54CFFDE28453AB1,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,30
115269,2022-02-21,1E9AB659E9470CE5A35CF1BA1FD4D490,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,90
116439,2022-05-23,59B99359F30A82229AD40269049DE9CD,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,15
117480,2022-05-23,6B0CEF182B7E9DB47AA4DA938170CDAF,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,15
118500,2022-05-24,A8E3EBDC355590B789D4417ADA50FE30,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,30
118543,2022-05-24,27960B231942A1913E6246B6B05EA789,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,15
119166,2022-05-24,3B090758D0CA5E640346F08B91DC50C8,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,45
119565,2022-05-24,D6D5275BF046171B4C66E5FF0400ABC7,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,30
120981,2022-05-25,15BBDC0571C8EFC07FBF95BF060FE70A,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,30
122886,2022-05-26,5864AE8EB02C52B2258A3DF9CD3B7865,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,15
134531,2022-02-22,BEFA6942E52A5E993FF60AF339A4DF3D,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,75
138826,2022-02-23,79E55A5C23CBE17F6D0E0783863CA5EA,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,75
141370,2022-05-27,3A87113AC25EFD88BD3407ACECFA3869,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,105
146966,2022-05-30,FFDA1CDF6A3DE57353D8F70B685F9E78,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,15
158168,2022-02-24,5864AE8EB02C52B2258A3DF9CD3B7865,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,30
160366,2022-02-25,FFDA1CDF6A3DE57353D8F70B685F9E78,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,15
160510,2022-02-25,5864AE8EB02C52B2258A3DF9CD3B7865,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,330
160946,2022-02-25,F7CF96C0D82D05AA92497790E2B3180B,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,45
168571,2022-06-02,40E120EADCE926DBCECB86B6639FBA39,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,15
168677,2022-06-02,6FAFDC410BD944777ED9D0D1C6C92992,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,15
168923,2022-06-02,61BCC483CE152ECF91001E5EE2ACCF56,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,15
169950,2022-06-02,8520ECE7B7D0205CDC739581F039100F,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Возврат,1
170589,2022-06-03,74F89F6105EACFA94A98304683229D4F,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,30
170672,2022-06-03,1E9AB659E9470CE5A35CF1BA1FD4D490,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,60
181910,2022-06-06,5864AE8EB02C52B2258A3DF9CD3B7865,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,90
182043,2022-06-06,A8E3EBDC355590B789D4417ADA50FE30,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,30
182116,2022-06-06,27960B231942A1913E6246B6B05EA789,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,15
187601,2022-06-08,3B090758D0CA5E640346F08B91DC50C8,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,75
188940,2022-06-09,59B99359F30A82229AD40269049DE9CD,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,45
192391,2022-02-28,A8E3EBDC355590B789D4417ADA50FE30,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,90
194317,2022-03-01,36A5118668D16714B9D699C75EFE31BB,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,1050
202467,2021-12-14,25FEB747C9E374FD621F95AD6715CF54,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Возврат,1
203713,2021-12-15,36A5118668D16714B9D699C75EFE31BB,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,705
207657,2022-06-10,15BBDC0571C8EFC07FBF95BF060FE70A,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,30
208181,2022-06-10,3A87113AC25EFD88BD3407ACECFA3869,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,15
212644,2022-06-14,74F89F6105EACFA94A98304683229D4F,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,240
212661,2022-06-14,059126F541573CAB9A2A58DB0ED82C41,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,15
214751,2022-03-03,36A5118668D16714B9D699C75EFE31BB,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,360
218149,2022-03-04,40E120EADCE926DBCECB86B6639FBA39,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,15
231297,2022-06-15,5864AE8EB02C52B2258A3DF9CD3B7865,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,120
237143,2022-06-17,5864AE8EB02C52B2258A3DF9CD3B7865,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,150
237863,2022-06-17,15BBDC0571C8EFC07FBF95BF060FE70A,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Возврат,1
241447,2022-03-07,8520ECE7B7D0205CDC739581F039100F,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Возврат,1
256895,2022-06-20,15BBDC0571C8EFC07FBF95BF060FE70A,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,Импорт. ЕАЭС,15
