,dt,gtin,prid,sender_inn,receiver_inn,cnt_moved
3418585,2022-06-28,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,43B8282AFEC77C698AF32FCA4A26E156,27B1C90EC8DE556383BE4FCEF98E2F2F,1
3442092,2022-03-14,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,EC32658F10E46693F0E1C98483ABE2A0,8
3455243,2022-06-03,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,D290F64F2661E0FE4C48F54DA78E8600,23C18F8557F5EA953C7C4635BB77A430,1
3457440,2022-06-03,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,CB210CD5B63B750762621DA1A98020F5,5C1D4B1060330F4165D44759F7358A84,1
3463611,2022-09-03,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,D290F64F2661E0FE4C48F54DA78E8600,23C18F8557F5EA953C7C4635BB77A430,1
3466713,2022-09-04,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,D290F64F2661E0FE4C48F54DA78E8600,8255605EF968CFD4838AF6041437B666,2
3473487,2022-05-19,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,C3B90412E4D5780F2ABBE665A4EB6D90,3
3475808,2022-05-19,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,050C148EBA7FD16960415F2084D22EA8,134F0D8F25B0D61E71B1D1ACC6C42BD0,1
3477457,2022-05-20,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,9FC775C078AE6ACB31ADF404C3EF238A,2
3483174,2021-11-29,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,1141B8EB196FC9FE45B4FF3ED85F77DF,15EB58F3544EA22ED62CD6ADCC7C417F,1
3498241,2022-01-17,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,4D335F39E9F496F935C0397D78D57285,FA526D6DCAD04086BD619CABBCDDE594,2
3501646,2022-01-18,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,4D335F39E9F496F935C0397D78D57285,5BDF6D37EFC0CDB497ECF729A68F2A37,1
3538121,2021-12-22,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,C54770ECA9CC5A1BF9DA55084A4FDA8C,5
3575620,2022-06-20,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,4D335F39E9F496F935C0397D78D57285,B1A504ED3CF44CB1FDA8F3BF7C93CB15,1
3580296,2022-03-10,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,5C68178A66B6D626C421CE20E35ADAD8,5
3619901,2022-05-11,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,1141B8EB196FC9FE45B4FF3ED85F77DF,3AA37257420DB4C86C47E490AF543D54,1
3620971,2022-05-11,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,EC32658F10E46693F0E1C98483ABE2A0,5
3624629,2022-05-11,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,43B8282AFEC77C698AF32FCA4A26E156,D344D91DEA7538536E0F09781243671D,1
3626127,2022-05-12,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,050C148EBA7FD16960415F2084D22EA8,60FEF3E4EE292A6D0A277E924AA093B4,1
3637003,2022-09-28,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,E885A53FDB9F118115F5B03541E0EEC9,3B17E50061397B79D7702A1AADB5BF34,1
3640653,2022-09-28,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,1141B8EB196FC9FE45B4FF3ED85F77DF,20364252E568A862F36B72EA0DDEDB0A,1
3643770,2021-12-08,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,B6581254FBE96D9D97653514C00D7102,3
3645846,2021-12-08,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,EC32658F10E46693F0E1C98483ABE2A0,4
3657274,2022-08-11,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,C3B90412E4D5780F2ABBE665A4EB6D90,1
3659555,2022-09-02,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,1141B8EB196FC9FE45B4FF3ED85F77DF,F1E5F05F9DF3CE1742A772DD24958E63,1
3681719,2022-06-29,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,4D335F39E9F496F935C0397D78D57285,CC3A649A09B4404DFF9CF9A1E980D8F1,1
3689422,2021-11-29,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,4D335F39E9F496F935C0397D78D57285,FA526D6DCAD04086BD619CABBCDDE594,1
3689567,2021-11-29,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,2D04D5E880971EE269A43132CF0F344C,6
3692332,2022-07-21,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,D290F64F2661E0FE4C48F54DA78E8600,91C750ECAD257C31F8EDCEDB83C948CE,1
3697388,2022-07-21,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,050C148EBA7FD16960415F2084D22EA8,7DC25544656EDEF3C60B3307908FCBF5,1
3701903,2022-03-14,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,2D04D5E880971EE269A43132CF0F344C,3FB52BAE67376F26F47A959AA634CBB2,1
3703667,2022-03-15,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,194B4A8A7DE91467A27E41D9BD5B72E6,3
3728149,2022-09-05,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,1141B8EB196FC9FE45B4FF3ED85F77DF,0824DA8C260122382E56D829F711F52D,1
3736381,2022-05-20,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,EC32658F10E46693F0E1C98483ABE2A0,6
3740147,2022-05-20,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,9BAD3EBC0CA8A68769A9AF139477BB6F,2
3743219,2021-11-29,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,79E55A5C23CBE17F6D0E0783863CA5EA,D0C2AB0CAFD3FE54F13F40E0305ECE5E,1
3747242,2021-11-30,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,79E55A5C23CBE17F6D0E0783863CA5EA,0C7BBC210398D11AE11D64BE0F2971DD,1
3747361,2021-11-30,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,4D335F39E9F496F935C0397D78D57285,92736B9484887041B239304F382B782F,1
3758480,2022-01-18,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,9210469EC0A8278BF2B252B8D56FBD73,1E9DB30120C2F496EDB2F3679CC109C3,2
3764361,2022-01-18,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,1141B8EB196FC9FE45B4FF3ED85F77DF,20464C3F15300110FCF66C23D3BD9A53,1
3789646,2022-04-11,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,44ABECF30974C541F902BB18E5438E95,3BF913A0C5DB453A534C0DCC4F31FF07,1
3816708,2022-01-11,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,D3512C372F136D30E22F9F9BD713FDB3,2
3819501,2022-01-11,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,5C68178A66B6D626C421CE20E35ADAD8,E3579823B75C8F2B95A9F2A70AFB210A,1
3820969,2022-01-11,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,CF238104F48F979CD031530A9C6E94F6,4
3839152,2022-06-21,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,1141B8EB196FC9FE45B4FF3ED85F77DF,74BA8EB6E909E83A9A6C2701CA5019DF,1
3842179,2022-03-11,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,C3B90412E4D5780F2ABBE665A4EB6D90,3
3842574,2022-03-11,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,9BAD3EBC0CA8A68769A9AF139477BB6F,5BF6A1B8B98C53048A8FD8CDE8C8A2D0,5
3844458,2022-03-11,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,148ACA9BA95B88B784A9A3C4F4874C1D,369A704920B55E348CFFD980F01D5D5A,2
3859452,2022-10-24,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,623065E7FDF2FA62F2197A7C9F8F5333,ABF5031F8259E3BF77D6A09471B3A672,1
3871519,2022-02-02,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,D3512C372F136D30E22F9F9BD713FDB3,6
3877811,2022-02-05,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,A0CB40E6B8807C9531ECE69F80272F50,27C755264F6479D03F72D6654B5684BF,1
3884580,2022-05-12,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,050C148EBA7FD16960415F2084D22EA8,793AFA503F28F45358828A51609A4CB2,1
3896703,2022-11-15,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,CF238104F48F979CD031530A9C6E94F6,3
3899544,2022-09-28,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,CF238104F48F979CD031530A9C6E94F6,1
3906846,2021-12-09,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,A173DD8DBB4C7E0FDABEA1EE3C64FAFE,3EBBBF13A1C746CBDB68611179B17344,1
3921643,2022-09-05,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,A0CB40E6B8807C9531ECE69F80272F50,A79DCE316E0800DFEF886F3DF4253FD1,1
3939240,2022-06-29,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,FDB0881656AB7E5C59068E0A5F324E55,B61074952C2F0E372F7888F87C25C65E,1
3958573,2022-07-22,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,050C148EBA7FD16960415F2084D22EA8,096C6AE251EA4D66E99CB1B0A50E7DE6,1
3959661,2022-07-22,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,050C148EBA7FD16960415F2084D22EA8,0221DBD9CD610184EA0299DCA898F537,1
3968949,2022-03-15,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,9210469EC0A8278BF2B252B8D56FBD73,CF1A0795442EF78D2C9510FCC231FF8F,2
3979226,2022-06-06,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,76FED6018D6D29361F199F721ACE6728,27B4C41D694920728AD83D8438AC0A76,1
3984923,2022-06-06,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,E885A53FDB9F118115F5B03541E0EEC9,C2B503C5D98010B39D91FDA82B522F38,1
3987406,2022-09-05,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,050C148EBA7FD16960415F2084D22EA8,D0C2AB0CAFD3FE54F13F40E0305ECE5E,1
3994788,2022-09-06,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,8255605EF968CFD4838AF6041437B666,35B121CA4F2CBCD57F5E02B72972298D,1
4032450,2021-12-16,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,CED07B00B46E2AFB1D0CFBA6CD60E29E,E885A53FDB9F118115F5B03541E0EEC9,2
4036006,2021-12-16,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,A0CB40E6B8807C9531ECE69F80272F50,1EF9804D86A8BEAF0B750ACB77DEB338,1
4062604,2021-12-22,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,43B8282AFEC77C698AF32FCA4A26E156,D2AD43BB5DDC335C37CCC9E07E2DAEB8,2
4062867,2021-12-22,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,A0CB40E6B8807C9531ECE69F80272F50,6
4066811,2021-12-23,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,A173DD8DBB4C7E0FDABEA1EE3C64FAFE,A2F439D153BB8C8A7E3B3B746F6E775C,1
4067969,2021-12-23,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,25D571336707D1040A78ABA6FDB6A89C,3
4090566,2022-06-21,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,A0CB40E6B8807C9531ECE69F80272F50,247008C9CE06F69160DFC009D893DA94,1
4091705,2022-06-21,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,1141B8EB196FC9FE45B4FF3ED85F77DF,C0A19C3290242FED6AFC6DD50C4631EE,1
4147538,2022-05-12,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,1E9AB659E9470CE5A35CF1BA1FD4D490,E38FDC57229AA876269E75639BB80E7E,1
4159700,2022-09-29,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,B7309FB218AB5FB6397A5A4665443406,8353A9B690BEDDBFCBC16F34164F32EE,1
4161645,2022-09-29,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,4D335F39E9F496F935C0397D78D57285,D48B5638782BCF6B9CE28B1F5902FD5B,1
4171570,2021-12-09,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,4D335F39E9F496F935C0397D78D57285,59951CACC1AFCD9388CCFC0F36CEDA43,1
4183508,2022-08-12,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,A0CB40E6B8807C9531ECE69F80272F50,27C755264F6479D03F72D6654B5684BF,1
4186366,2022-09-05,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,D290F64F2661E0FE4C48F54DA78E8600,8255605EF968CFD4838AF6041437B666,2
4211068,2021-11-29,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,A0CB40E6B8807C9531ECE69F80272F50,B0210AA19FFCD3C2024E7FF9944AD82D,1
4228947,2022-03-16,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,2623140082B14BAB4F05D551D65A28F7,2
4244434,2022-06-07,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,43B8282AFEC77C698AF32FCA4A26E156,DACD2AABFE155FED1BC3E65E10820A98,1
4250968,2022-09-06,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,8255605EF968CFD4838AF6041437B666,BF780CCEB8B00DB9F26E631E80964EFB,1
4258229,2022-05-23,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,1141B8EB196FC9FE45B4FF3ED85F77DF,44CB41FD9E0E0D27CDC7DAB324E49A08,1
4268259,2021-11-30,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,B3E7C89F16645E7F5948929E4E319DA2,1
4269279,2021-11-30,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,79E55A5C23CBE17F6D0E0783863CA5EA,8E5364F8463CAAAB1B365AE69E93C38D,1
4273510,2021-11-30,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,1E9AB659E9470CE5A35CF1BA1FD4D490,CEB6CFA5AECECDF2B891EE2520C15054,1
4285104,2022-01-19,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,4D335F39E9F496F935C0397D78D57285,D6C26DB4CE80055B9CC316E542D61602,1
4290851,2021-12-16,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,44ABECF30974C541F902BB18E5438E95,501BCF97C50D38BD60C27CC60C2200FF,1
4302821,2022-10-18,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,5C68178A66B6D626C421CE20E35ADAD8,94AE628770BBC016A7E1B2C14D236AE8,1
4313571,2022-04-12,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,4D335F39E9F496F935C0397D78D57285,C7DC2432E8AF3FDC5C1D0DAB3E924B2E,1
4322795,2022-11-07,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,79E55A5C23CBE17F6D0E0783863CA5EA,77B806851B0D90EE82A80AE0BE5CA029,1
4335350,2021-12-23,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,D3512C372F136D30E22F9F9BD713FDB3,2
4340106,2022-01-12,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,F7CA3735AF5996979B520D3FDB0CA19A,24
4354948,2022-06-22,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,A07CB58E4393E12DACDAC3AA816AD23C,2
4362764,2022-02-22,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,1141B8EB196FC9FE45B4FF3ED85F77DF,24
4373383,2022-09-27,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,943202C7761A082FD3FA7B08B8888DE2,3E5051153D11761FB5F00A2CB42E96AA,1
4380236,2022-02-03,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,43B8282AFEC77C698AF32FCA4A26E156,DACD2AABFE155FED1BC3E65E10820A98,2
4380842,2022-02-03,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,2D04D5E880971EE269A43132CF0F344C,966FD9D80C7E877C92CB85F24B62BC9E,1
4461138,2022-07-01,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,1141B8EB196FC9FE45B4FF3ED85F77DF,9084D4A75C98A0F6E6C189BA0AD3B98F,1
4465750,2022-04-20,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,79E55A5C23CBE17F6D0E0783863CA5EA,557439C65A47D72255C0AAE65E2B9A3A,1
4493258,2022-03-17,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,1E0B026E69950BB863112FDC92ECD55F,2
4497914,2022-07-19,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,AA4053CEDF59281C60DCA0FD1F0D5F2E,ABBED3F7BC16DB44929D233050A2E50D,1
4511464,2022-05-23,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,749E3665005FC2D4D4F008A9F5E08696,3
4513693,2022-05-24,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,43B8282AFEC77C698AF32FCA4A26E156,12
4517451,2022-05-24,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,1E9AB659E9470CE5A35CF1BA1FD4D490,D5D944AAC2DEAC83E8B265FACAC8136D,1
4517997,2022-05-24,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,9BAD3EBC0CA8A68769A9AF139477BB6F,0ED95D551ED900EE7972AC087546E904,2
4529908,2021-12-01,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,CDE01ED826B2F5E2059C9ED9FB094172,5
4533746,2021-12-01,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,199064DCC9CA7CA6FA4126241A60DCA9,6
4552900,2021-12-17,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,A0CB40E6B8807C9531ECE69F80272F50,5FE3436F0BAE04D4F905F9A36681352D,1
4567717,2022-04-13,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,FDB0881656AB7E5C59068E0A5F324E55,7F6B046F010250F974980871730E1DDC,1
4568254,2022-04-13,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,4D335F39E9F496F935C0397D78D57285,19BF7188CED9314D726B84E38C19CB2C,1
4594623,2021-12-23,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,4D335F39E9F496F935C0397D78D57285,3EB1E6158002020901D6ECC5C3CB65D5,1
4597184,2021-12-23,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,1E9AB659E9470CE5A35CF1BA1FD4D490,0532CC93A70AEFB777988563BE2A77B4,1
4600970,2021-12-23,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,79E55A5C23CBE17F6D0E0783863CA5EA,742412ECACF955DDE2C5A07240D6AAC5,1
4615871,2022-06-22,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,E885A53FDB9F118115F5B03541E0EEC9,FA9BE3EAF737B1D6D5F480B18E8F5200,4
4638808,2022-02-04,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,4E103A5634189662182900787491EA01,6
4641481,2022-02-04,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,2D04D5E880971EE269A43132CF0F344C,966FD9D80C7E877C92CB85F24B62BC9E,1
4646337,2022-09-27,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,5C68178A66B6D626C421CE20E35ADAD8,94AE628770BBC016A7E1B2C14D236AE8,1
4707056,2022-09-06,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,D290F64F2661E0FE4C48F54DA78E8600,8255605EF968CFD4838AF6041437B666,2
4722147,2022-07-01,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,A0CB40E6B8807C9531ECE69F80272F50,27C755264F6479D03F72D6654B5684BF,1
4723100,2022-07-01,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,C78DE2BED33117C2585C9F99610D1B94,1
4750550,2022-03-17,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,CDE01ED826B2F5E2059C9ED9FB094172,6
4751874,2022-03-17,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,1141B8EB196FC9FE45B4FF3ED85F77DF,703109DEC821137E5A28A2A654B6A94C,1
4754668,2022-03-17,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,B7309FB218AB5FB6397A5A4665443406,24
4783007,2022-09-07,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,A5D0896C19476ECC09304F8ADA3D7F9A,2
4792425,2021-12-01,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,2623140082B14BAB4F05D551D65A28F7,1
4806693,2022-01-19,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,D3512C372F136D30E22F9F9BD713FDB3,2
4814759,2021-12-17,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,4D335F39E9F496F935C0397D78D57285,2090CC30FAEDC3116BC33C4987942F03,2
4839106,2022-11-08,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,623065E7FDF2FA62F2197A7C9F8F5333,9C28F2B2179B7B37FB2C93182BADD04F,1
4842420,2022-11-08,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,CDE01ED826B2F5E2059C9ED9FB094172,2
4850119,2022-08-16,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,43B8282AFEC77C698AF32FCA4A26E156,DACD2AABFE155FED1BC3E65E10820A98,1
4861004,2021-12-23,1AD3018DE8BA47A6AE645638E2541009,6078FBCAFBD295F21A3D305811EAAF6F,6078FBCAFBD295F21A3D305811EAAF6F,79E55A5C23CBE17F6D0E0783863CA5EA,3
